ndc,drug_name,bg,effective_date,aac
62135002160,CELECOXIB 100 MG CAP,G,2025-07-16 00:00:00,0.06189
62332014131,CELECOXIB 100 MG CAP,G,2025-07-16 00:00:00,0.06189
62332014171,CELECOXIB 100 MG CAP,G,2025-07-16 00:00:00,0.06189
63739029710,CELECOXIB 100 MG CAP,G,2025-07-16 00:00:00,0.06189
65862090801,CELECOXIB 100 MG CAP,G,2025-07-16 00:00:00,0.06189
65862090805,CELECOXIB 100 MG CAP,G,2025-07-16 00:00:00,0.06189
68180039601,CELECOXIB 100 MG CAP,G,2025-07-16 00:00:00,0.06189
69097042207,CELECOXIB 100 MG CAP,G,2025-07-16 00:00:00,0.06189
69097042212,CELECOXIB 100 MG CAP,G,2025-07-16 00:00:00,0.06189
69367030101,CELECOXIB 100 MG CAP,G,2025-07-16 00:00:00,0.06189
69367030105,CELECOXIB 100 MG CAP,G,2025-07-16 00:00:00,0.06189
72241002305,CELECOXIB 100 MG CAP,G,2025-07-16 00:00:00,0.06189
72241002310,CELECOXIB 100 MG CAP,G,2025-07-16 00:00:00,0.06189
75834023701,CELECOXIB 100 MG CAP,G,2025-07-16 00:00:00,0.06189
75834023705,CELECOXIB 100 MG CAP,G,2025-07-16 00:00:00,0.06189
00591398401,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
00591398405,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
00904650361,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
16714073301,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
16714073302,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
33342015711,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
42571014401,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
42571014405,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
50228015801,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
50228015805,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
62135002260,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
62332014231,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
62332014271,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
63739029810,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
65862090901,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
65862090905,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
68180039901,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
69097042107,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
69097042112,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
69367030201,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
69367030205,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
72241002405,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
72241002410,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
75834023801,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
75834023805,CELECOXIB 200 MG CAP,G,2025-07-16 00:00:00,0.08045
00591398560,CELECOXIB 400 MG CAPSULE,G,2025-07-16 00:00:00,0.21118
13668031060,CELECOXIB 400 MG CAPSULE,G,2025-07-16 00:00:00,0.21118
16714073401,CELECOXIB 400 MG CAPSULE,G,2025-07-16 00:00:00,0.21118
50228015960,CELECOXIB 400 MG CAPSULE,G,2025-07-16 00:00:00,0.21118
62135002360,CELECOXIB 400 MG CAPSULE,G,2025-07-16 00:00:00,0.21118
62332014360,CELECOXIB 400 MG CAPSULE,G,2025-07-16 00:00:00,0.21118
65862091060,CELECOXIB 400 MG CAPSULE,G,2025-07-16 00:00:00,0.21118
68180039807,CELECOXIB 400 MG CAPSULE,G,2025-07-16 00:00:00,0.21118
69097042003,CELECOXIB 400 MG CAPSULE,G,2025-07-16 00:00:00,0.21118
72241002503,CELECOXIB 400 MG CAPSULE,G,2025-07-16 00:00:00,0.21118
00591398260,CELECOXIB 50 MG CAPSULE,G,2025-05-29 00:00:00,0.06423
16714073101,CELECOXIB 50 MG CAPSULE,G,2025-05-29 00:00:00,0.06423
50228015660,CELECOXIB 50 MG CAPSULE,G,2025-05-29 00:00:00,0.06423
62332014060,CELECOXIB 50 MG CAPSULE,G,2025-05-29 00:00:00,0.06423
65862090760,CELECOXIB 50 MG CAPSULE,G,2025-05-29 00:00:00,0.06423
68180039507,CELECOXIB 50 MG CAPSULE,G,2025-05-29 00:00:00,0.06423
69097042303,CELECOXIB 50 MG CAPSULE,G,2025-05-29 00:00:00,0.06423
72241002203,CELECOXIB 50 MG CAPSULE,G,2025-05-29 00:00:00,0.06423
78206011801,CELESTONE SOLUSPAN 30 MG/5 ML,B,2025-01-01 00:00:00,8.42621
00456402001,CELEXA 20 MG TAB,B,2019-01-01 00:00:00,9.30753
00004026129,CELLCEPT 200 MG/ML ORAL SUSP,B,2018-01-01 00:00:00,8.32876
00004025901,CELLCEPT 250 MG CAP,B,2021-05-20 00:00:00,8.74107
00004025943,CELLCEPT 250 MG CAP,B,2021-05-20 00:00:00,8.74107
00004026001,CELLCEPT 500 MG TAB,B,2018-01-01 00:00:00,17.94559
00004026043,CELLCEPT 500 MG TAB,B,2018-01-01 00:00:00,17.94559
00071052524,CELONTIN 300 MG KAPSEAL,B,2025-01-01 00:00:00,4.75045
00093417573,CEPHALEXIN 125 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.03999
00093417574,CEPHALEXIN 125 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.03999
62135048042,CEPHALEXIN 125 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.03999
62135048049,CEPHALEXIN 125 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.03999
67877054468,CEPHALEXIN 125 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.03999
67877054488,CEPHALEXIN 125 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.03999
68180044001,CEPHALEXIN 125 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.03999
68180044002,CEPHALEXIN 125 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.03999
00093314501,CEPHALEXIN 250 MG CAP,G,2025-05-29 00:00:00,0.08169
00093314505,CEPHALEXIN 250 MG CAP,G,2025-05-29 00:00:00,0.08169
00904733661,CEPHALEXIN 250 MG CAP,G,2025-05-29 00:00:00,0.08169
50268015115,CEPHALEXIN 250 MG CAP,G,2025-05-29 00:00:00,0.08169
60687015201,CEPHALEXIN 250 MG CAP,G,2025-05-29 00:00:00,0.08169
62135071074,CEPHALEXIN 250 MG CAP,G,2025-05-29 00:00:00,0.08169
65862001801,CEPHALEXIN 250 MG CAP,G,2025-05-29 00:00:00,0.08169
65862001805,CEPHALEXIN 250 MG CAP,G,2025-05-29 00:00:00,0.08169
67877022001,CEPHALEXIN 250 MG CAP,G,2025-05-29 00:00:00,0.08169
67877022005,CEPHALEXIN 250 MG CAP,G,2025-05-29 00:00:00,0.08169
68180012101,CEPHALEXIN 250 MG CAP,G,2025-05-29 00:00:00,0.08169
68180012102,CEPHALEXIN 250 MG CAP,G,2025-05-29 00:00:00,0.08169
00093223801,CEPHALEXIN 250 MG TABLET,G,2024-05-30 00:00:00,0.81129
59651078301,CEPHALEXIN 250 MG TABLET,G,2024-05-30 00:00:00,0.81129
67877089101,CEPHALEXIN 250 MG TABLET,G,2024-05-30 00:00:00,0.81129
00093417773,CEPHALEXIN 250 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.056
00093417774,CEPHALEXIN 250 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.056
62135048142,CEPHALEXIN 250 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.056
62135048149,CEPHALEXIN 250 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.056
67877054568,CEPHALEXIN 250 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.056
67877054588,CEPHALEXIN 250 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.056
68180044101,CEPHALEXIN 250 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.056
68180044102,CEPHALEXIN 250 MG/5 ML SUSP,G,2025-05-29 00:00:00,0.056
00093314701,CEPHALEXIN 500 MG CAP,G,2025-05-29 00:00:00,0.11645
00093314705,CEPHALEXIN 500 MG CAP,G,2025-05-29 00:00:00,0.11645
00904733706,CEPHALEXIN 500 MG CAP,G,2025-05-29 00:00:00,0.11645
00904733761,CEPHALEXIN 500 MG CAP,G,2025-05-29 00:00:00,0.11645
50268015215,CEPHALEXIN 500 MG CAP,G,2025-05-29 00:00:00,0.11645
60687016301,CEPHALEXIN 500 MG CAP,G,2025-05-29 00:00:00,0.11645
62135071174,CEPHALEXIN 500 MG CAP,G,2025-05-29 00:00:00,0.11645
65862001901,CEPHALEXIN 500 MG CAP,G,2025-05-29 00:00:00,0.11645
65862001905,CEPHALEXIN 500 MG CAP,G,2025-05-29 00:00:00,0.11645
67877021901,CEPHALEXIN 500 MG CAP,G,2025-05-29 00:00:00,0.11645
67877021905,CEPHALEXIN 500 MG CAP,G,2025-05-29 00:00:00,0.11645
68180012201,CEPHALEXIN 500 MG CAP,G,2025-05-29 00:00:00,0.11645
68180012202,CEPHALEXIN 500 MG CAP,G,2025-05-29 00:00:00,0.11645
00093224001,CEPHALEXIN 500 MG TABLET,G,2025-05-29 00:00:00,1.4884
59651078401,CEPHALEXIN 500 MG TABLET,G,2025-05-29 00:00:00,1.4884
67877089201,CEPHALEXIN 500 MG TABLET,G,2025-05-29 00:00:00,1.4884
59651072820,CEPHALEXIN 750 MG CAPSULE,G,2025-05-29 00:00:00,4.19714
59651072850,CEPHALEXIN 750 MG CAPSULE,G,2025-05-29 00:00:00,4.19714
67877025520,CEPHALEXIN 750 MG CAPSULE,G,2025-05-29 00:00:00,4.19714
67877025523,CEPHALEXIN 750 MG CAPSULE,G,2025-05-29 00:00:00,4.19714
47335050696,CEQUA 0.09% SOLUTION,B,2025-05-29 00:00:00,10.01598
00121087404,CETIRIZINE 1 MG/ML SOLN,G,2025-05-29 00:00:00,0.03296
00121087416,CETIRIZINE 1 MG/ML SOLN,G,2025-05-29 00:00:00,0.03296
16571013412,CETIRIZINE 1 MG/ML SOLN,G,2025-05-29 00:00:00,0.03296
16571013448,CETIRIZINE 1 MG/ML SOLN,G,2025-05-29 00:00:00,0.03296
23155092952,CETIRIZINE 1 MG/ML SOLN,G,2025-05-29 00:00:00,0.03296
45802062626,CETIRIZINE 1 MG/ML SOLN,G,2025-05-29 00:00:00,0.03296
51672407008,CETIRIZINE 1 MG/ML SOLN,G,2025-05-29 00:00:00,0.03296
62135005741,CETIRIZINE 1 MG/ML SOLN,G,2025-05-29 00:00:00,0.03296
62135005747,CETIRIZINE 1 MG/ML SOLN,G,2025-05-29 00:00:00,0.03296
83745018504,CETIRIZINE 1 MG/ML SOLN,G,2025-05-29 00:00:00,0.03296
00054033425,CEVIMELINE HCL 30 MG CAP,G,2025-05-29 00:00:00,0.62119
00713093701,CEVIMELINE HCL 30 MG CAP,G,2025-05-29 00:00:00,0.62119
16571065710,CEVIMELINE HCL 30 MG CAP,G,2025-05-29 00:00:00,0.62119
59651042201,CEVIMELINE HCL 30 MG CAP,G,2025-05-29 00:00:00,0.62119
69452031620,CEVIMELINE HCL 30 MG CAP,G,2025-05-29 00:00:00,0.62119
72888011801,CEVIMELINE HCL 30 MG CAP,G,2025-05-29 00:00:00,0.62119
72888011830,CEVIMELINE HCL 30 MG CAP,G,2025-05-29 00:00:00,0.62119
00555003302,CHLORDIAZEPOXIDE 10 MG CAP,G,2025-05-29 00:00:00,0.1203
00555003305,CHLORDIAZEPOXIDE 10 MG CAP,G,2025-05-29 00:00:00,0.1203
51079037520,CHLORDIAZEPOXIDE 10 MG CAP,G,2025-05-29 00:00:00,0.1203
62135022160,CHLORDIAZEPOXIDE 10 MG CAP,G,2025-05-29 00:00:00,0.1203
00555015902,CHLORDIAZEPOXIDE 25 MG CAP,G,2025-05-29 00:00:00,0.13706
00555015904,CHLORDIAZEPOXIDE 25 MG CAP,G,2025-05-29 00:00:00,0.13706
51079014120,CHLORDIAZEPOXIDE 25 MG CAP,G,2025-05-29 00:00:00,0.13706
62135022260,CHLORDIAZEPOXIDE 25 MG CAP,G,2025-05-29 00:00:00,0.13706
00555015802,CHLORDIAZEPOXIDE 5 MG CAP,G,2025-05-29 00:00:00,0.17245
00555015804,CHLORDIAZEPOXIDE 5 MG CAP,G,2025-05-29 00:00:00,0.17245
51079037420,CHLORDIAZEPOXIDE 5 MG CAP,G,2025-05-29 00:00:00,0.17245
62135022060,CHLORDIAZEPOXIDE 5 MG CAP,G,2025-05-29 00:00:00,0.17245
72162243601,CHLORDIAZEPOXIDE-CLIDINIUM CAP,G,2022-03-16 00:00:00,0.47026
00116200104,CHLORHEXIDINE 0.12% RINSE,G,2025-05-29 00:00:00,0.00578
00116200116,CHLORHEXIDINE 0.12% RINSE,G,2025-05-29 00:00:00,0.00578
16571012848,CHLORHEXIDINE 0.12% RINSE,G,2025-05-29 00:00:00,0.00578
62135064941,CHLORHEXIDINE 0.12% RINSE,G,2025-05-29 00:00:00,0.00578
62135064947,CHLORHEXIDINE 0.12% RINSE,G,2025-05-29 00:00:00,0.00578
00527296137,CHLORPROMAZINE HCL 10 MG TAB,G,2025-05-29 00:00:00,0.18166
00832601700,CHLORPROMAZINE HCL 10 MG TAB,G,2025-05-29 00:00:00,0.18166
00904712961,CHLORPROMAZINE HCL 10 MG TAB,G,2025-05-29 00:00:00,0.18166
16714004701,CHLORPROMAZINE HCL 10 MG TAB,G,2025-05-29 00:00:00,0.18166
23155080301,CHLORPROMAZINE HCL 10 MG TAB,G,2025-05-29 00:00:00,0.18166
62135042090,CHLORPROMAZINE HCL 10 MG TAB,G,2025-05-29 00:00:00,0.18166
62332073531,CHLORPROMAZINE HCL 10 MG TAB,G,2025-05-29 00:00:00,0.18166
63304018501,CHLORPROMAZINE HCL 10 MG TAB,G,2025-05-29 00:00:00,0.18166
69238105401,CHLORPROMAZINE HCL 10 MG TAB,G,2025-05-29 00:00:00,0.18166
70710112901,CHLORPROMAZINE HCL 10 MG TAB,G,2025-05-29 00:00:00,0.18166
00527296437,CHLORPROMAZINE HCL 100MG TAB,G,2025-04-02 00:00:00,0.96397
00832602000,CHLORPROMAZINE HCL 100MG TAB,G,2025-04-02 00:00:00,0.96397
00832602001,CHLORPROMAZINE HCL 100MG TAB,G,2025-04-02 00:00:00,0.96397
00832602010,CHLORPROMAZINE HCL 100MG TAB,G,2025-04-02 00:00:00,0.96397
00904713261,CHLORPROMAZINE HCL 100MG TAB,G,2025-04-02 00:00:00,0.96397
16714005001,CHLORPROMAZINE HCL 100MG TAB,G,2025-04-02 00:00:00,0.96397
23155080601,CHLORPROMAZINE HCL 100MG TAB,G,2025-04-02 00:00:00,0.96397
62135042390,CHLORPROMAZINE HCL 100MG TAB,G,2025-04-02 00:00:00,0.96397
62332073831,CHLORPROMAZINE HCL 100MG TAB,G,2025-04-02 00:00:00,0.96397
63304011401,CHLORPROMAZINE HCL 100MG TAB,G,2025-04-02 00:00:00,0.96397
69238106001,CHLORPROMAZINE HCL 100MG TAB,G,2025-04-02 00:00:00,0.96397
70710113201,CHLORPROMAZINE HCL 100MG TAB,G,2025-04-02 00:00:00,0.96397
72205010691,CHLORPROMAZINE HCL 100MG TAB,G,2025-04-02 00:00:00,0.96397
00527296537,CHLORPROMAZINE HCL 200MG TAB,G,2025-05-29 00:00:00,1.01863
00832602100,CHLORPROMAZINE HCL 200MG TAB,G,2025-05-29 00:00:00,1.01863
00832602101,CHLORPROMAZINE HCL 200MG TAB,G,2025-05-29 00:00:00,1.01863
00832602110,CHLORPROMAZINE HCL 200MG TAB,G,2025-05-29 00:00:00,1.01863
00904713361,CHLORPROMAZINE HCL 200MG TAB,G,2025-05-29 00:00:00,1.01863
16714005101,CHLORPROMAZINE HCL 200MG TAB,G,2025-05-29 00:00:00,1.01863
23155080701,CHLORPROMAZINE HCL 200MG TAB,G,2025-05-29 00:00:00,1.01863
62135042490,CHLORPROMAZINE HCL 200MG TAB,G,2025-05-29 00:00:00,1.01863
62332073931,CHLORPROMAZINE HCL 200MG TAB,G,2025-05-29 00:00:00,1.01863
63304008301,CHLORPROMAZINE HCL 200MG TAB,G,2025-05-29 00:00:00,1.01863
69238106201,CHLORPROMAZINE HCL 200MG TAB,G,2025-05-29 00:00:00,1.01863
70710113301,CHLORPROMAZINE HCL 200MG TAB,G,2025-05-29 00:00:00,1.01863
72205010791,CHLORPROMAZINE HCL 200MG TAB,G,2025-05-29 00:00:00,1.01863
00527296237,CHLORPROMAZINE HCL 25MG TAB,G,2025-05-29 00:00:00,0.27299
00832601800,CHLORPROMAZINE HCL 25MG TAB,G,2025-05-29 00:00:00,0.27299
00832601810,CHLORPROMAZINE HCL 25MG TAB,G,2025-05-29 00:00:00,0.27299
00904713006,CHLORPROMAZINE HCL 25MG TAB,G,2025-05-29 00:00:00,0.27299
00904713061,CHLORPROMAZINE HCL 25MG TAB,G,2025-05-29 00:00:00,0.27299
16714004801,CHLORPROMAZINE HCL 25MG TAB,G,2025-05-29 00:00:00,0.27299
23155080401,CHLORPROMAZINE HCL 25MG TAB,G,2025-05-29 00:00:00,0.27299
62135042190,CHLORPROMAZINE HCL 25MG TAB,G,2025-05-29 00:00:00,0.27299
62332073631,CHLORPROMAZINE HCL 25MG TAB,G,2025-05-29 00:00:00,0.27299
63304014301,CHLORPROMAZINE HCL 25MG TAB,G,2025-05-29 00:00:00,0.27299
69238105601,CHLORPROMAZINE HCL 25MG TAB,G,2025-05-29 00:00:00,0.27299
70710113001,CHLORPROMAZINE HCL 25MG TAB,G,2025-05-29 00:00:00,0.27299
72205010491,CHLORPROMAZINE HCL 25MG TAB,G,2025-05-29 00:00:00,0.27299
00527296337,CHLORPROMAZINE HCL 50 MG TAB,G,2025-05-29 00:00:00,0.42496
00832601900,CHLORPROMAZINE HCL 50 MG TAB,G,2025-05-29 00:00:00,0.42496
00832601901,CHLORPROMAZINE HCL 50 MG TAB,G,2025-05-29 00:00:00,0.42496
00832601910,CHLORPROMAZINE HCL 50 MG TAB,G,2025-05-29 00:00:00,0.42496
00904713161,CHLORPROMAZINE HCL 50 MG TAB,G,2025-05-29 00:00:00,0.42496
16714004901,CHLORPROMAZINE HCL 50 MG TAB,G,2025-05-29 00:00:00,0.42496
23155080501,CHLORPROMAZINE HCL 50 MG TAB,G,2025-05-29 00:00:00,0.42496
62135042290,CHLORPROMAZINE HCL 50 MG TAB,G,2025-05-29 00:00:00,0.42496
62332073731,CHLORPROMAZINE HCL 50 MG TAB,G,2025-05-29 00:00:00,0.42496
63304012201,CHLORPROMAZINE HCL 50 MG TAB,G,2025-05-29 00:00:00,0.42496
69238105801,CHLORPROMAZINE HCL 50 MG TAB,G,2025-05-29 00:00:00,0.42496
70710113101,CHLORPROMAZINE HCL 50 MG TAB,G,2025-05-29 00:00:00,0.42496
72205010591,CHLORPROMAZINE HCL 50 MG TAB,G,2025-05-29 00:00:00,0.42496
00378022201,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
00378022210,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
00904690004,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
00904690061,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
16714012801,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
27241021601,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
43598017001,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
43598017010,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
43598071901,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
43598071910,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
51079005820,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
51224001850,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
51224001870,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
57664064888,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
59746076001,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
59746076036,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
62135050530,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
62135050590,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
62332067631,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
64980030301,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
64980030310,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
64980059901,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
64980059910,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
65162024709,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
67877069601,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
67877069610,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
68382097001,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
68382097010,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
70756001111,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
70756001112,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
75834010901,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
75834010910,CHLORTHALIDONE 25 MG TAB,G,2025-05-29 00:00:00,0.07001
00378021301,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
00378021310,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
16714012901,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
27241021701,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
43598016701,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
43598016710,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
43598072001,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
43598072010,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
51224011850,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
57664064988,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
59746076101,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
62135050630,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
62135050690,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
62332067731,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
64980030401,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
64980060001,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
65162025009,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
67877069701,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
68382097101,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
70756002011,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
70756002012,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
75834011001,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
75834011010,CHLORTHALIDONE 50 MG TAB,G,2025-05-29 00:00:00,0.07624
00591252001,CHLORZOXAZONE 500 MG TAB,G,2025-05-29 00:00:00,0.14496
00591252005,CHLORZOXAZONE 500 MG TAB,G,2025-05-29 00:00:00,0.14496
16571072601,CHLORZOXAZONE 500 MG TAB,G,2025-05-29 00:00:00,0.14496
59651030601,CHLORZOXAZONE 500 MG TAB,G,2025-05-29 00:00:00,0.14496
59651030605,CHLORZOXAZONE 500 MG TAB,G,2025-05-29 00:00:00,0.14496
70954008510,CHLORZOXAZONE 500 MG TAB,G,2025-05-29 00:00:00,0.14496
70954008520,CHLORZOXAZONE 500 MG TAB,G,2025-05-29 00:00:00,0.14496
00245003623,CHOLESTYRAMINE LIGHT POWDER,G,2025-05-29 00:00:00,0.12899
24658027197,CHOLESTYRAMINE LIGHT POWDER,G,2025-05-29 00:00:00,0.12899
42806027193,CHOLESTYRAMINE LIGHT POWDER,G,2025-05-29 00:00:00,0.12899
42806027197,CHOLESTYRAMINE LIGHT POWDER,G,2025-05-29 00:00:00,0.12899
49884046667,CHOLESTYRAMINE LIGHT POWDER,G,2025-05-29 00:00:00,0.12899
62135093754,CHOLESTYRAMINE LIGHT POWDER,G,2025-05-29 00:00:00,0.12899
68094090610,CHOLESTYRAMINE LIGHT POWDER,G,2025-05-29 00:00:00,0.12899
68382052942,CHOLESTYRAMINE LIGHT POWDER,G,2025-05-29 00:00:00,0.12899
24658026693,CHOLESTYRAMINE PWDR -QUESTRAN,G,2025-05-29 00:00:00,0.0622
27241013451,CHOLESTYRAMINE PWDR -QUESTRAN,G,2025-05-29 00:00:00,0.0622
42806026793,CHOLESTYRAMINE PWDR -QUESTRAN,G,2025-05-29 00:00:00,0.0622
49884046566,CHOLESTYRAMINE PWDR -QUESTRAN,G,2025-05-29 00:00:00,0.0622
62135000856,CHOLESTYRAMINE PWDR -QUESTRAN,G,2025-05-29 00:00:00,0.0622
67877029837,CHOLESTYRAMINE PWDR -QUESTRAN,G,2025-05-29 00:00:00,0.0622
68094080610,CHOLESTYRAMINE PWDR -QUESTRAN,G,2025-05-29 00:00:00,0.0622
68382052842,CHOLESTYRAMINE PWDR -QUESTRAN,G,2025-05-29 00:00:00,0.0622
24658026695,CHOLESTYRAMINE/SUCROSE 4 GRAM PK,G,2025-05-29 00:00:00,0.55122
27241013436,CHOLESTYRAMINE/SUCROSE 4 GRAM PK,G,2025-05-29 00:00:00,0.55122
42806026695,CHOLESTYRAMINE/SUCROSE 4 GRAM PK,G,2025-05-29 00:00:00,0.55122
49884046565,CHOLESTYRAMINE/SUCROSE 4 GRAM PK,G,2025-05-29 00:00:00,0.55122
67877029860,CHOLESTYRAMINE/SUCROSE 4 GRAM PK,G,2025-05-29 00:00:00,0.55122
68094080620,CHOLESTYRAMINE/SUCROSE 4 GRAM PK,G,2025-05-29 00:00:00,0.55122
68382052860,CHOLESTYRAMINE/SUCROSE 4 GRAM PK,G,2025-05-29 00:00:00,0.55122
78206015001,CHOREX-10 10000 UNIT VIAL,B,2024-12-04 00:00:00,173.28231
63323003011,CHORIONIC GONADOTROPIN 10000 UNIT VIAL,G,2022-05-19 00:00:00,237.02667
00574206101,CICLOPIROX 0.77 % GEL,G,2025-05-29 00:00:00,0.62955
00574206130,CICLOPIROX 0.77 % GEL,G,2025-05-29 00:00:00,0.62955
00574206145,CICLOPIROX 0.77 % GEL,G,2025-05-29 00:00:00,0.62955
68462045535,CICLOPIROX 0.77 % GEL,G,2025-05-29 00:00:00,0.62955
68462045547,CICLOPIROX 0.77 % GEL,G,2025-05-29 00:00:00,0.62955
