ndc,wac,pkg_size,pkg_size_mult,generic_indicator
60258009901,16.13,100.0,1.0,Y
00132020220,16.44,66.0,1.0,N
51991089133,400.0,30.0,1.0,Y
54629007501,5.14,100.0,1.0,N
16729000116,44.7,500.0,1.0,Y
00283067902,30.53,57.0,1.0,N
70710127206,609.3,60.0,1.0,Y
68094085361,322.0,100.0,1.0,Y
70505020260,2500.0,60.0,1.0,Y
14539067501,10.48,100.0,1.0,Y
57896045909,4.09,90.0,1.0,N
68094085366,65.5,20.0,1.0,Y
72603070301,90000.0,60.0,1.0,Y
69452032620,98.08,100.0,1.0,Y
72162237702,37.2,473.0,1.0,Y
33342048315,12.57,15.0,1.0,Y
47335050696,630.89,60.0,1.0,N
69097042602,64.0,30.0,1.0,Y
59148001871,2178.33,1.0,1.0,N
63629899801,4.73,30.0,1.0,Y
72578000201,15.0,100.0,1.0,Y
63629899803,4.79,90.0,1.0,Y
63629899802,4.73,60.0,1.0,Y
00023920515,8.68,15.0,1.0,N
71205093700,383.75,100.0,1.0,Y
50580018450,6.83,120.0,1.0,N
60505040603,1616.82,112.0,1.0,Y
72603045310,131.53,1.0,10.0,Y
72578000205,73.5,500.0,1.0,Y
00904582360,1.39,100.0,1.0,Y
08021418012,85.0,10.0,50.0,N
31722099701,18.0,100.0,1.0,Y
59385002560,1028.27,60.0,1.0,N
00006537003,357.0,60.0,1.0,N
31722099705,90.0,500.0,1.0,Y
78206012701,342.61,13.0,1.0,N
78206012702,231.92,8.8,1.0,N
60687078821,34.9,30.0,1.0,Y
42023015925,374.0,1.0,25.0,N
57237015035,40.0,35.0,1.0,Y
72205016790,17.28,90.0,1.0,Y
08021418004,190.0,10.0,50.0,N
00143987525,50.0,3.0,25.0,Y
47335098683,99.18,30.0,1.0,N
72888006660,13.61,60.0,1.0,Y
08881570300,99.72,2.5,180.0,N
42291082450,42.43,500.0,1.0,Y
55111073005,99.75,500.0,1.0,Y
63459010450,4227.75,50.0,1.0,N
70677117401,25.58,72.0,1.0,N
31722087790,250.0,90.0,1.0,Y
59746076036,185.0,1000.0,1.0,Y
60687015201,32.35,100.0,1.0,Y
00187204830,175.81,30.0,1.0,N
23155036205,68.0,500.0,1.0,Y
50580043401,9.24,16.0,1.0,N
23155036201,13.0,100.0,1.0,Y
55111073001,21.0,100.0,1.0,Y
69238150502,300.66,4.0,1.0,Y
67877022505,244.75,500.0,1.0,Y
64980068810,175.0,1000.0,1.0,Y
72162235103,272.31,30.0,1.0,Y
64980029201,45.22,100.0,1.0,Y
82260081905,181.43,5.0,1.0,Y
00904677212,0.77,12.0,1.0,Y
68025009510,1184.1,100.0,1.0,N
72603082301,90000.0,0.0,1.0,Y
69452020620,196.43,100.0,1.0,Y
16729000101,8.94,100.0,1.0,Y
60687064201,39.12,100.0,1.0,Y
68462071188,349.17,18.0,1.0,Y
49884031002,87.61,60.0,1.0,Y
62011042401,6.99,20.0,1.0,N
33342048360,26.21,60.0,1.0,Y
16714006401,130.21,100.0,1.0,Y
16571069401,100.25,100.0,1.0,Y
59651001060,28.05,60.0,1.0,Y
70377008711,3120.12,30.0,1.0,Y
60505438406,233.96,60.0,1.0,Y
62756018388,30.0,100.0,1.0,Y
72603060901,21.16,100.0,1.0,Y
72603060902,91.55,500.0,1.0,Y
75834032801,40.0,100.0,1.0,Y
00005200010,2746.01,0.5,10.0,N
08021000610,336.0,0.0,1.0,N
42291045490,39.14,90.0,1.0,Y
00054057625,6148.08,100.0,1.0,Y
67684423202,1104.0,10.0,10.0,N
00904679861,5.33,100.0,1.0,Y
72205014190,4.0,90.0,1.0,Y
00536136707,23.27,30.0,1.0,Y
00406996001,266.0,100.0,1.0,Y
00832601810,852.4,1000.0,1.0,Y
43598009990,9.33,90.0,1.0,Y
45802057884,39.99,2.0,1.0,Y
60687040265,35.67,50.0,1.0,Y
61314063136,18.0,3.5,1.0,Y
00869016438,1.55,296.0,1.0,N
00228431111,248.54,100.0,1.0,Y
70710166801,52.32,100.0,1.0,Y
67877046505,51.66,500.0,1.0,Y
72205002190,30.0,90.0,1.0,Y
13668054060,134.7,60.0,1.0,Y
00115107201,107.7,100.0,1.0,Y
57896021901,1.87,100.0,1.0,Y
65862006401,3.6,100.0,1.0,Y
61958200501,2202.3,30.0,1.0,N
00781804701,46.6,100.0,1.0,Y
31722073130,11.0,30.0,1.0,Y
50228045901,10.25,100.0,1.0,Y
60687076217,102.69,5.0,100.0,Y
49884043001,130.5,100.0,1.0,Y
80681015500,2.73,113.0,1.0,Y
50228045905,42.0,500.0,1.0,Y
00005200002,283.21,0.5,1.0,N
72603021301,20.63,100.0,1.0,Y
50228033910,200.0,1000.0,1.0,Y
68462012801,15.68,100.0,1.0,Y
22600098050,148.32,3.0,1.0,N
57896021905,1.36,50.0,1.0,Y
57896021910,14.65,1000.0,1.0,Y
70700016406,20.0,1.0,1.0,Y
50228018301,4.0,100.0,1.0,Y
66887000105,592.06,5.0,30.0,N
00904680861,33.03,100.0,1.0,Y
08290207203,74.26,0.0,1.0,N
63629116601,95.87,500.0,1.0,Y
64980068801,18.0,100.0,1.0,Y
00121223200,181.84,15.0,100.0,Y
00591385419,648.27,90.0,1.0,Y
72162140202,7.92,15.0,1.0,Y
00536340401,29.63,100.0,1.0,Y
72162140206,25.85,60.0,1.0,Y
00009509301,234.19,100.0,1.0,Y
00536124701,3.95,100.0,1.0,Y
64980044801,98.52,10.0,1.0,Y
00591530710,360.81,1000.0,1.0,Y
50268040515,81.33,50.0,1.0,Y
70785001130,371.0,30.0,1.0,N
31722073190,29.7,90.0,1.0,Y
00121115400,181.5,30.0,100.0,Y
31722002790,30.0,90.0,1.0,Y
42291082490,9.01,90.0,1.0,Y
67877046590,9.3,90.0,1.0,Y
50268052515,8.27,50.0,1.0,Y
69102035911,1414.0,98.0,1.0,Y
63629236501,181.83,30.0,1.0,Y
27241009903,9.0,30.0,1.0,Y
31722061190,8.2,90.0,1.0,Y
50742055005,25.0,5.0,1.0,Y
31722012101,1534.14,100.0,1.0,Y
60258019309,43.08,90.0,1.0,Y
55150036501,254.75,1.0,1.0,Y
00121103416,145.76,473.0,1.0,Y
13287010606,293.23,400.0,1.0,N
25021068020,236.0,20.0,1.0,Y
72205016730,5.76,30.0,1.0,Y
33342000309,125.0,60.0,1.0,Y
43547034050,90.0,500.0,1.0,Y
00904690204,200.18,30.0,1.0,Y
68180028001,45.9,100.0,1.0,Y
68180067611,40.0,10.0,1.0,Y
35573046402,110.0,100.0,1.0,Y
00904692861,27.46,100.0,1.0,Y
72241004010,34.98,500.0,1.0,Y
70954097630,1343.34,180.0,1.0,Y
70069051701,244.95,5.0,1.0,Y
00143951525,121.0,1.0,25.0,Y
72241004011,69.95,1000.0,1.0,Y
68462071171,155.18,8.0,1.0,Y
70074058294,43.2,237.0,24.0,N
00456402001,946.1,100.0,1.0,N
64950035455,295.0,5.0,50.0,Y
63629863801,38.76,30.0,1.0,Y
70954097620,454.89,60.0,1.0,Y
00009509310,234.19,100.0,1.0,Y
59746076001,18.5,100.0,1.0,Y
64950035450,114.0,500.0,1.0,Y
00536124710,22.2,1000.0,1.0,Y
70377006113,128.39,500.0,1.0,Y
70377006112,28.53,100.0,1.0,Y
72789017882,43.85,500.0,1.0,Y
53885027210,86.04,100.0,1.0,N
43547046009,155.97,90.0,1.0,Y
57896070916,3.69,473.0,1.0,Y
68094012362,218.0,5.0,30.0,Y
70074058298,43.2,237.0,24.0,N
00409100520,120.89,500.0,20.0,Y
60687088221,111.8,30.0,1.0,Y
70074058296,43.2,237.0,24.0,N
23155051841,75.0,10.0,10.0,Y
50268076515,41.83,50.0,1.0,Y
00093330101,4.7,100.0,1.0,Y
59651050005,46.8,500.0,1.0,Y
72205002130,10.0,30.0,1.0,Y
59651050001,9.9,100.0,1.0,Y
70069048110,150.0,20.0,10.0,Y
70710115201,1335.37,100.0,1.0,Y
00378395305,77.22,500.0,1.0,Y
23155075809,7.7,90.0,1.0,Y
00093330105,23.0,500.0,1.0,Y
12843035302,4.52,355.0,1.0,N
13668056630,6.0,30.0,1.0,Y
44183010630,349.2,30.0,1.0,Y
12843035303,7.63,769.0,1.0,N
49884079011,117.1,30.0,1.0,Y
08290305787,77.4,50.0,6.0,N
00121115440,78.62,30.0,40.0,Y
23155087801,5.8,100.0,1.0,Y
00338965775,225.51,50.0,1.0,Y
72789030850,17.8,50.0,1.0,Y
75907005201,162.51,100.0,1.0,Y
23155075805,42.75,500.0,1.0,Y
24357070130,25.0,30.0,1.0,Y
00904736061,24.02,100.0,1.0,Y
68462046160,47.61,60.0,1.0,Y
72162213700,55.2,1000.0,1.0,Y
63824073216,2.4,16.0,1.0,N
68180031606,150.0,30.0,1.0,Y
63629875801,41.0,45.0,1.0,Y
70756031230,5.05,30.0,1.0,Y
72162213709,5.81,90.0,1.0,Y
75475674000,50.99,0.0,1.0,N
23155087810,58.0,1000.0,1.0,Y
50458025303,261.22,1.0,3.0,N
72162213705,27.6,500.0,1.0,Y
42799081301,1077.67,237.0,1.0,Y
72162213703,4.73,30.0,1.0,Y
00143938501,100.0,1.0,1.0,Y
00555105556,631.22,100.0,1.0,Y
62135025047,576.0,480.0,1.0,Y
42799095902,65.0,500.0,1.0,Y
72789030860,21.15,60.0,1.0,Y
51672408301,47.8,15.0,1.0,Y
00832121901,60.59,100.0,1.0,Y
00832121900,60.59,100.0,1.0,Y
54973295606,7.99,0.0,1.0,N
31060000661,11.0,28.35,1.0,N
42799095901,13.0,100.0,1.0,Y
73336007530,500.89,30.0,1.0,N
62332019130,53.0,30.0,1.0,Y
12090001501,53.52,0.0,1.0,N
31060000663,16.0,85.05,1.0,N
54859051501,36.0,0.0,1.0,N
63323088656,3434.25,50.0,25.0,Y
72205016766,192.0,1000.0,1.0,Y
31722002730,10.0,30.0,1.0,Y
69315032515,20.6,15.0,1.0,Y
67877058530,191.75,30.0,1.0,Y
69315032510,14.2,10.0,1.0,Y
70069036110,60.83,5.0,10.0,Y
31722014705,33.25,500.0,1.0,Y
51672408306,143.42,45.0,1.0,Y
63629920101,83.94,500.0,1.0,Y
64980032801,70.0,23.3,1.0,Y
64980032802,70.0,46.6,1.0,Y
49884079009,351.26,90.0,1.0,Y
57599000101,72.15,1.0,1.0,N
62037072601,823.08,100.0,1.0,Y
00338108904,296.87,2000.0,4.0,Y
00517300525,72.25,5.0,25.0,Y
66761042204,8.57,0.0,1.0,N
99073014002,5.62,1.0,1.0,N
00143177101,57.79,100.0,1.0,Y
24357070115,16.0,15.0,1.0,Y
62135025037,288.0,240.0,1.0,Y
24357070107,20.0,1.0,1.0,Y
24357070106,17.5,5.0,5.0,Y
43598009905,51.84,500.0,1.0,Y
00338011404,110.2,1000.0,12.0,Y
00536100715,2.81,150.0,1.0,Y
73320000303,27.0,500.0,1.0,Y
00703367801,33.25,40.0,1.0,Y
66993083102,954.08,100.0,1.0,Y
73320000302,6.75,100.0,1.0,Y
00395232516,8.86,473.0,1.0,Y
50268064515,60.71,50.0,1.0,Y
65162094903,28.5,30.0,1.0,Y
70074058254,41.04,1000.0,8.0,N
68180043601,142.46,1.7,1.0,Y
62135052741,500.0,120.0,1.0,Y
25021032002,25.0,2.0,25.0,Y
54295030815,56.98,28.35,1.0,Y
62135052647,500.0,473.0,1.0,Y
52652500101,639.78,150.0,1.0,N
55111014630,86.43,30.0,1.0,Y
69339017703,13.09,30.0,1.0,Y
72789017830,6.12,30.0,1.0,Y
31722002830,10.0,30.0,1.0,Y
00143177110,520.11,1000.0,1.0,Y
73336007590,1502.67,90.0,1.0,N
31722014805,25.0,500.0,1.0,Y
00093342001,10.97,100.0,1.0,Y
08541208584,617.46,0.0,1.0,N
25021032004,30.0,4.0,25.0,Y
62135076601,400.0,100.0,1.0,Y
70010016201,2.27,100.0,1.0,Y
73473030030,69.1,30.0,1.0,Y
25021032010,40.0,10.0,25.0,Y
44087002203,10988.32,0.5,12.0,N
00555105486,162.89,30.0,1.0,Y
31722014801,5.0,100.0,1.0,Y
08561006050,32.67,0.0,1.0,Y
42023062210,475.0,50.0,10.0,Y
50742033630,75.0,30.0,1.0,Y
51862046047,92.32,30.0,1.0,Y
63323064710,240.72,1.0,1.0,Y
25021083601,300.0,1.0,25.0,Y
43547048610,15.0,100.0,1.0,Y
71858001204,142.0,30.0,1.0,N
53885027150,43.02,50.0,1.0,N
25021019011,935.0,1.0,10.0,Y
25021019010,93.5,1.0,1.0,Y
68382039504,80000.0,4.0,1.0,Y
63629814901,6.0,30.0,1.0,Y
62332009771,113.53,500.0,1.0,Y
71930000912,230.0,100.0,1.0,Y
71699020228,1215.41,28.0,1.0,N
73796009921,1.96,1.0,1.0,N
73796009920,1.96,1.0,1.0,N
00904748159,4.66,237.0,1.0,Y
67457089308,775.0,10.0,8.0,Y
72789030820,8.28,20.0,1.0,Y
73473030060,124.47,60.0,1.0,Y
62332010790,96.88,90.0,1.0,Y
72789017801,10.68,100.0,1.0,Y
00378826293,402.16,30.0,1.0,Y
00480095101,1100.0,100.0,1.0,Y
42858050203,24.0,30.0,1.0,Y
62332046710,90.0,10.0,1.0,Y
62175082046,76.71,90.0,1.0,Y
00071040124,1682.4,100.0,1.0,N
13668056730,10.0,30.0,1.0,Y
54295030825,94.59,198.4,1.0,Y
45802008902,30.25,81.0,1.0,Y
72789005830,7.05,30.0,1.0,Y
00904700161,84.01,100.0,1.0,Y
10158008111,6.1,113.0,1.0,N
65162080314,349.8,14.0,1.0,Y
00904736161,27.25,100.0,1.0,Y
72789030837,83.33,250.0,1.0,Y
76329331801,137.4,10.0,10.0,Y
72162127303,9.9,30.0,1.0,Y
72162127304,5.1,15.0,0.07,Y
72162127302,13.5,45.0,1.0,Y
62332046704,513.68,4.0,1.0,Y
71399802201,1.85,100.0,1.0,Y
67457079999,733.88,200.0,10.0,Y
72162127306,18.3,60.0,1.0,Y
70655008810,55.0,200.0,10.0,Y
62135013130,67.5,30.0,1.0,Y
42192032730,17.57,30.0,1.0,Y
43547036610,70.0,100.0,1.0,Y
00338170940,255.6,100.0,40.0,Y
24689010101,81.79,28.35,1.0,Y
70677010601,0.0,1.0,1.0,N
62332010730,32.29,30.0,1.0,Y
68982014101,1.43,1.0,1.0,N
25021046605,39.0,5.0,1.0,Y
00193670201,12.85,1.0,1.0,N
67112090550,57.2,50.0,1.0,N
43547061610,21.85,100.0,1.0,Y
51862058001,684.56,100.0,1.0,Y
13703085231,22.0,50.0,1.0,N
00037024523,220.09,23.0,1.0,N
42192032701,58.56,100.0,1.0,Y
43547034006,11.0,60.0,1.0,Y
62135049030,75.0,30.0,1.0,Y
00409381512,104.9,10.0,5.0,Y
16714094901,87.85,100.0,1.0,Y
62332009731,23.17,100.0,1.0,Y
64406001101,8637.8,0.5,2.0,N
62332009730,6.95,30.0,1.0,Y
42291008530,19.79,30.0,1.0,Y
64380015501,330.0,100.0,1.0,Y
43547061603,6.9,30.0,1.0,Y
52982000615,12.27,100.0,1.0,N
58151015677,1713.26,90.0,1.0,N
70710117903,514.5,30.0,1.0,Y
45802006305,18.41,454.0,1.0,Y
00065035902,37.02,2.0,1.0,N
00065035905,65.04,5.0,1.0,N
51862085601,29.7,100.0,1.0,Y
55111014601,288.1,100.0,1.0,Y
00904584918,4.34,120.0,1.0,Y
71205093690,405.0,90.0,1.0,Y
00904584914,13.06,360.0,1.0,Y
71205091030,20.13,30.0,1.0,Y
62175082032,25.57,30.0,1.0,Y
63323037110,445.48,1.0,1.0,Y
72241004005,19.72,100.0,1.0,Y
65162092306,22.73,60.0,1.0,Y
00074012402,13845.27,2.0,1.0,N
00074012403,20767.94,3.0,1.0,N
70010092701,6.35,100.0,1.0,Y
82305000602,58.04,0.0,1.0,Y
51754425003,123.5,5.0,10.0,N
00074012404,27690.54,4.0,1.0,N
27241009990,300.0,1000.0,1.0,Y
69238269301,25.0,8.0,1.0,Y
00603243432,152.19,1000.0,1.0,Y
70010092705,30.28,500.0,1.0,Y
16714082901,313.32,100.0,1.0,Y
00904712161,17.52,100.0,1.0,Y
13703085211,22.0,50.0,1.0,N
00071101768,910.78,90.0,1.0,N
00280200020,9.93,200.0,1.0,N
65145010910,81.8,30.0,10.0,Y
62135064690,225.0,90.0,1.0,Y
00378912698,308.44,5.0,1.0,Y
68084072121,507.0,30.0,1.0,Y
62135001124,1911.42,10.0,20.0,Y
65162080351,124.93,5.0,1.0,Y
38485050208,6.0,240.0,1.0,N
63629236401,43.95,30.0,1.0,Y
00603243421,16.02,100.0,1.0,Y
66220082222,300.0,0.9,4.0,N
00378395377,13.9,90.0,1.0,Y
71205091055,212.5,500.0,1.0,Y
70010004201,60.43,100.0,1.0,Y
69339015117,85.0,5.0,40.0,Y
00555902742,64.48,21.0,3.0,Y
33342000409,10.2,60.0,1.0,Y
69339015119,205.1,5.0,100.0,Y
68462058201,36.4,100.0,1.0,Y
00121093540,54.11,5.0,40.0,Y
16714055301,276.62,100.0,1.0,Y
00280200010,6.43,100.0,1.0,N
68180067511,26.0,10.0,1.0,Y
25021010610,60.0,1.0,25.0,Y
42192030160,104.04,60.0,1.0,Y
72162247009,2237.73,90.0,1.0,Y
00406152155,115.85,25.0,1.0,Y
00406152157,375.37,100.0,1.0,Y
00406152153,35.26,5.0,1.0,Y
49884033611,50.41,30.0,1.0,Y
54838050615,29.24,15.0,1.0,Y
27241020360,500.0,60.0,1.0,Y
63739008702,14.38,300.0,1.0,Y
82260081825,165.21,5.0,1.0,Y
00703463601,349.23,1.0,1.0,Y
00904702761,60.0,100.0,1.0,Y
62559025501,75.59,100.0,1.0,Y
23155002801,5.0,100.0,1.0,Y
43386031208,8.18,238.0,1.0,Y
70010092710,55.44,1000.0,1.0,Y
72606003010,1896.0,1.0,1.0,N
25021022610,3770.0,10.0,10.0,Y
72606003009,948.0,1.0,1.0,N
00407140152,334.24,50.0,10.0,N
71335228001,59.96,1000.0,1.0,Y
81520025014,852.6,112.0,1.0,N
09492241957,264.95,0.0,1.0,N
72606003006,1896.0,1.0,1.0,N
72888006605,104.97,500.0,1.0,Y
00527179001,313.93,100.0,1.0,Y
00904584954,16.24,450.0,1.0,Y
72603047901,369.76,90.0,1.0,Y
00904584952,2.65,60.0,1.0,Y
00527179005,2853.03,500.0,1.0,Y
00904726761,179.19,100.0,1.0,Y
49702021248,64.76,240.0,1.0,N
60505257909,21.7,90.0,1.0,Y
60505257908,241.15,1000.0,1.0,Y
36602019210,1.86,19.0,1.0,N
45802006336,8.19,80.0,1.0,Y
45802006335,3.6,15.0,1.0,Y
71205091000,42.38,100.0,1.0,Y
45802043321,6.12,89.0,1.0,Y
00069266066,1143.37,100.0,1.0,N
00225052547,2.78,14.1,1.0,N
70677105401,3.55,50.0,1.0,N
72162235003,79.21,30.0,1.0,Y
71205093660,270.0,60.0,1.0,Y
62135049090,225.0,90.0,1.0,Y
69238111003,15.0,30.0,1.0,Y
08881204005,266.14,500.0,2.0,N
42291008590,44.05,90.0,1.0,Y
63629104701,115.18,100.0,1.0,Y
16714006301,91.56,100.0,1.0,Y
67877022501,48.95,100.0,1.0,Y
00075291501,372.67,1.0,10.0,N
69238111009,45.0,90.0,1.0,Y
00093523456,240.0,30.0,1.0,Y
16714069901,156.6,1.0,1.0,Y
55111036031,145.63,30.0,1.0,Y
63824051816,12.18,16.0,1.0,N
71205091011,431.25,1000.0,1.0,Y
31722024130,42.11,30.0,1.0,Y
59651039708,150.0,120.0,1.0,Y
54766009306,1566.05,60.0,1.0,N
00501379805,60.24,14.2,1.0,N
36602019209,1.86,19.0,1.0,N
64380088404,27.0,30.0,1.0,Y
00501379801,96.84,28.3,1.0,N
42658002101,131.14,4.0,1.0,Y
00002762301,4043.0,1.0,1.0,N
42658002102,1311.4,4.0,10.0,Y
00781613948,60.0,200.0,1.0,Y
60219203801,33.81,100.0,1.0,Y
70710164206,105.76,60.0,1.0,Y
60687054921,42.0,30.0,1.0,Y
68462010230,30.0,30.0,1.0,Y
00395026101,142.3,454.0,1.0,Y
00591251030,1549.02,30.0,1.0,Y
08484071950,55.0,1.0,1.0,N
42291069510,93.9,1000.0,1.0,Y
39328006325,13.25,473.0,1.0,Y
72603011901,19.06,60.0,1.0,Y
71288030302,44.5,1.0,25.0,Y
72603011902,158.83,500.0,1.0,Y
71205093600,323.75,100.0,1.0,Y
69452029020,12.64,100.0,1.0,Y
08470144401,15.95,200.0,1.0,N
62135086060,300.0,60.0,1.0,Y
60687066901,59.67,100.0,1.0,Y
72603023901,90000.0,1.0,1.0,Y
68982026101,2.35,1.0,1.0,N
00781613954,37.5,125.0,1.0,Y
62756018418,475.0,1000.0,1.0,Y
00781383195,400.0,20.0,10.0,Y
00781613957,22.5,75.0,1.0,Y
00409488310,806.01,300.0,10.0,Y
61269041020,170.35,1.0,1.0,N
43598058811,174.88,5.0,1.0,Y
00169185189,57.25,100.0,1.0,N
68982026102,2.35,1.0,1.0,N
72789005801,23.5,100.0,1.0,Y
69452029030,63.2,500.0,1.0,Y
72485010625,62.5,5.0,25.0,Y
43598046838,800.0,1.0,1.0,Y
00904584993,6.85,180.0,1.0,Y
43386031214,14.1,510.0,1.0,Y
16571082310,18.2,100.0,1.0,Y
00781238401,453.94,100.0,1.0,Y
08317544110,5.0,1.0,1.0,N
23155002810,47.5,1000.0,1.0,Y
00409488301,697.85,300.0,10.0,Y
62135074090,427.5,90.0,1.0,Y
50419040503,514.08,28.0,3.0,N
63323040703,31.13,3.0,1.0,Y
64764054311,1383.65,100.0,1.0,N
50228043201,21.18,100.0,1.0,Y
82238312196,10.5,0.0,1.0,N
00904655961,282.61,100.0,1.0,Y
13811071910,140.8,100.0,1.0,Y
65038028699,1451.07,100.0,1.0,N
00573016820,3.83,20.0,1.0,N
51801001230,16.5,30.0,1.0,Y
59762004802,227.56,90.0,1.0,Y
23155014801,33.0,100.0,1.0,Y
59762004801,75.86,30.0,1.0,Y
00904584989,3.31,90.0,1.0,Y
16714018301,6.81,30.0,1.0,Y
70710176206,268.32,0.8,10.0,Y
16714018302,20.43,90.0,1.0,Y
68462022201,35.3,100.0,1.0,Y
00990797408,64.0,3000.0,4.0,Y
16714018303,227.04,1000.0,1.0,Y
60687042976,200.0,30.0,100.0,Y
72485010610,25.0,5.0,10.0,Y
00574024201,20.0,100.0,1.0,Y
70594005301,40.0,1.0,1.0,Y
43598046860,800.0,60.0,1.0,Y
00527410837,94.37,100.0,1.0,Y
60687039101,105.0,100.0,1.0,Y
49884033601,168.04,100.0,1.0,Y
51862048601,186.3,100.0,1.0,Y
00087036701,31.23,454.0,1.0,N
60687078901,580.42,100.0,1.0,Y
72578014806,75.0,30.0,1.0,Y
00009039514,28.42,100.0,1.0,N
71205093630,135.0,30.0,1.0,Y
59148023212,2178.33,1.0,1.0,N
65862006499,23.55,1000.0,1.0,Y
60793085001,74.98,100.0,1.0,N
49884006001,300.0,100.0,1.0,Y
47781067190,16.11,90.0,1.0,Y
59746017710,67.46,1000.0,1.0,Y
51660099530,561.52,30.0,1.0,Y
72205002299,36.44,1000.0,1.0,Y
00009001104,590.63,1.0,25.0,N
00009001103,24.07,1.0,1.0,N
04023237815,100.0,0.0,1.0,N
42291082536,23.76,360.0,1.0,Y
00395004996,7.46,170.0,1.0,Y
14539067401,7.67,100.0,1.0,Y
70610031013,88.18,0.0,1.0,N
42799095802,60.0,500.0,1.0,Y
72205002290,5.7,90.0,1.0,Y
42799095801,12.0,100.0,1.0,Y
67877046405,45.83,500.0,1.0,Y
62559074401,126.71,100.0,1.0,Y
69452032520,51.06,100.0,1.0,Y
50228045801,7.0,100.0,1.0,Y
52244010010,386.91,100.0,1.0,N
65862006301,2.8,100.0,1.0,Y
69097042502,64.0,30.0,1.0,Y
37000069912,100.68,354.0,1.0,N
50228045805,30.0,500.0,1.0,Y
75834017119,250.5,10.0,25.0,Y
00143985001,23.12,1.0,1.0,Y
68462012901,18.37,100.0,1.0,Y
00173088939,32.0,2.0,1.0,N
00409222212,97.97,1000.0,12.0,Y
80070010012,7.16,0.0,1.0,N
50228018201,3.25,100.0,1.0,Y
00832059530,100.0,30.0,1.0,Y
00002473230,2767.39,30.0,1.0,N
00527131101,531.67,100.0,1.0,Y
17191000792,650.65,0.0,1.0,Y
29300034905,55.0,500.0,1.0,Y
50268076415,41.63,50.0,1.0,Y
42291082510,63.58,1000.0,1.0,Y
70710164307,250.0,2.0,25.0,Y
60505475501,326.18,100.0,1.0,Y
65219008415,294.0,15.0,10.0,Y
70710164305,50.0,2.0,5.0,Y
42291082512,9.92,120.0,1.0,Y
42291082518,12.7,180.0,1.0,Y
29300034901,11.0,100.0,1.0,Y
45802082725,23.14,110.0,1.0,Y
00904655761,114.42,100.0,1.0,Y
23155075909,7.7,90.0,1.0,Y
24338015302,300.0,1.0,10.0,N
69238150402,371.15,100.0,1.0,Y
72578014714,75.0,60.0,1.0,Y
60687052321,1415.0,30.0,1.0,Y
00074518219,1656.39,1000.0,1.0,N
23155075905,42.75,500.0,1.0,Y
65862021960,20.0,60.0,1.0,Y
80830236202,237.0,50.0,12.0,Y
00074518211,165.52,100.0,1.0,N
72603045410,79.05,1.0,10.0,Y
50228018210,20.0,1000.0,1.0,Y
00132020110,1.64,0.0,1.0,N
57237003105,41.6,500.0,1.0,Y
57237003101,9.02,100.0,1.0,Y
69367026601,59.88,100.0,1.0,Y
80830236209,474.0,50.0,24.0,Y
47335062560,498.01,60.0,1.0,N
72205026230,33.74,30.0,1.0,Y
10356002593,3.13,1.0,1.0,N
50228045810,57.0,1000.0,1.0,Y
70377008811,3120.12,30.0,1.0,Y
52800048316,4.96,473.0,1.0,N
60505025103,24.99,150.0,1.0,Y
68180031706,150.0,30.0,1.0,Y
16571069301,100.25,100.0,1.0,Y
59651040530,39.95,30.0,1.0,Y
64980066301,120.0,100.0,1.0,Y
42291045590,75.81,90.0,1.0,Y
72065014011,325.52,0.2,1.0,N
00527133705,59.65,500.0,1.0,Y
00143987610,502.0,1.0,10.0,Y
00527133701,11.93,100.0,1.0,Y
71376020503,1565.21,100.0,1.0,N
00574220520,93.87,20.0,1.0,Y
63629114101,13.24,50.0,1.0,Y
00548560800,32.0,3.0,1.0,Y
00115107101,80.5,100.0,1.0,Y
00781804601,34.04,100.0,1.0,Y
70677105301,3.44,70.0,1.0,N
69367036005,55.55,500.0,1.0,Y
00574232515,67.06,15.0,1.0,Y
51393401604,4.93,0.0,1.0,N
70677105303,9.18,300.0,1.0,N
70677105302,5.43,90.0,1.0,N
80681015400,4.0,100.0,1.0,Y
69367036009,10.0,90.0,1.0,Y
31722000290,17.0,90.0,1.0,Y
42291069590,9.93,90.0,1.0,Y
00713080753,38.0,60.0,1.0,Y
72578000105,140.0,500.0,1.0,Y
67877022401,7.1,100.0,1.0,Y
72888004113,29.5,473.0,1.0,Y
43063080430,3.25,30.0,1.0,Y
80681003400,6.26,200.0,1.0,Y
69367036010,149.22,1000.0,1.0,Y
59385002660,1081.27,60.0,1.0,N
70700018922,59.4,100.0,1.0,Y
00781155601,86.68,100.0,1.0,Y
64980030310,220.0,1000.0,1.0,Y
00536134201,7.77,100.0,1.0,Y
44567024625,498.75,1.0,25.0,Y
60687088321,54.89,30.0,1.0,Y
31722085230,3.39,30.0,1.0,Y
82238326991,18.75,0.0,1.0,N
00132020142,23.4,266.0,1.0,N
70677117301,31.56,81.0,1.0,N
72578000118,15.0,50.0,1.0,Y
23155051901,20.97,100.0,1.0,Y
63459010310,845.55,10.0,1.0,N
00574220545,176.06,45.0,1.0,Y
69740021200,11.03,0.0,1.0,N
49702021326,145.95,20.0,5.0,N
70700016301,80.0,100.0,1.0,Y
72789040390,2.91,90.0,1.0,Y
67877022405,31.25,500.0,1.0,Y
72162235203,272.31,30.0,1.0,Y
00132020140,13.32,133.0,1.0,N
